GEO_NAME,% vaccinated,Low income,% visible minority,% manufacturing,% wholesale trade,% transportation and warehousing,% retail trade,% information and cultural industries,% construction,% education services,% health care and social services,% accommodation and food services,% english nor french,median individual income,average individual income,income - % in bottom decile,income - % in top decile,average age,median age,population,% commuting by car or truck as driver,% commuting by car or truck as passenger,% commuting by vehicle,% commuting by public transit,% commuting by walking,% commuting by bicycle,% commuting by other method,% leaving for work between 5am and 6am,% leaving for work between 6am and 7am,% leaving for work between 7am and 8am,% leaving for work between 8am and 9am,% leaving for work between 9am and 12pm,% leaving for work between 12pm and 5am,% first generation immigrants,% second generation immigrants,% third generation or more immigrants
K1B,0.2,0.111,0.26417910447761195,0.028773072747014114,0.021172638436482084,0.03745928338762215,0.13083604777415853,0.02008686210640608,0.05211726384364821,0.0749185667752443,0.10260586319218241,0.07600434310532031,0.010982487384980706,37569.0,46411.0,0.08197208197208197,0.09177309177309177,40.6,40.3,17110.0,0.5962962962962963,0.07037037037037037,0.07037037037037037,0.2641975308641975,0.046296296296296294,0.008641975308641974,0.014197530864197531,0.053703703703703705,0.18641975308641975,0.29506172839506173,0.21296296296296297,0.1154320987654321,0.13580246913580246,0.23611940298507464,0.19880597014925372,0.5650746268656717
K1C,0.27,0.057,0.19486139283299528,0.02464268112370626,0.018728437654016758,0.026860522424839824,0.10645638245441104,0.02094627895515032,0.037703302119270574,0.08920650566781665,0.11655988171513061,0.05914243469689502,0.006457688685591282,47460.0,56360.0,0.039528902125355356,0.16434276431568973,42.8,45.4,37662.0,0.6590649942987458,0.05815279361459521,0.05815279361459521,0.2377423033067275,0.02594070695553022,0.009122006841505131,0.009977194982896237,0.0476054732041049,0.2063854047890536,0.31014823261117447,0.2120866590649943,0.1040478905359179,0.11944127708095781,0.18837052062204193,0.1786342123056119,0.633130493576741
K1E,0.27,0.044000000000000004,0.12947189097103917,0.022181146025878003,0.01725200246457178,0.033887861983980284,0.11583487369069624,0.021565003080714726,0.05730129390018484,0.07578558225508318,0.13247073321010475,0.04867529266789895,0.004744154523890207,45629.0,52081.0,0.030622660768969037,0.12078938414426675,43.2,46.2,14803.0,0.6437587657784011,0.07152875175315568,0.07152875175315568,0.24333800841514727,0.029453015427769985,0.0070126227208976155,0.005610098176718092,0.0638148667601683,0.24544179523141654,0.30995792426367463,0.15778401122019636,0.08906030855539972,0.13464235624123422,0.13492333901192505,0.15468483816013628,0.7103918228279387
K1G,0.21,0.217,0.38101705145616416,0.02930298719772404,0.02332859174964438,0.040682788051209104,0.1112375533428165,0.023897581792318635,0.03499288762446657,0.09046941678520626,0.12347083926031295,0.0716927453769559,0.017878605769230768,32948.0,44585.0,0.1676222088111044,0.1075739287869644,41.2,39.2,34075.0,0.5701281186783547,0.059002022926500336,0.059002022926500336,0.26871207012811865,0.05967633175994606,0.028658125421443022,0.013486176668914362,0.044856661045531196,0.13726812816188871,0.2782462057335582,0.26138279932546377,0.12681281618887016,0.15143338954468802,0.34359438660027164,0.2254413761883205,0.43096423721140786
K1H,0.31,0.14400000000000002,0.23113964686998395,0.022106631989596878,0.015604681404421327,0.02990897269180754,0.08322496749024708,0.0305591677503251,0.03706111833550065,0.1046814044213264,0.13198959687906373,0.05006501950585176,0.012432260121134842,44739.0,64217.0,0.10833333333333334,0.25256410256410255,44.1,45.7,15796.0,0.605568445475638,0.061871616395978345,0.061871616395978345,0.19721577726218098,0.06805877803557618,0.05259087393658159,0.013147718484145398,0.027842227378190254,0.10750193348801237,0.317092034029389,0.32018561484918795,0.12219644238205724,0.10518174787316319,0.28507223113964686,0.23146067415730337,0.4837881219903692
K1J,0.22,0.158,0.3332698533612645,0.023106060606060606,0.015151515151515152,0.029924242424242423,0.10643939393939394,0.02159090909090909,0.0428030303030303,0.07727272727272727,0.12007575757575757,0.0731060606060606,0.03099448564365849,38187.0,50537.0,0.11820781696854146,0.12659675881792182,42.5,43.3,26931.0,0.582963620230701,0.05723158828748891,0.05723158828748891,0.27684117125110913,0.05368234250221828,0.019520851818988466,0.009760425909494233,0.04571682201509099,0.17265867731913004,0.29027962716378164,0.24056813138038172,0.11229471815357302,0.1384820239680426,0.32450961721576843,0.18834507712816606,0.48733574557227194
K1K,0.21,0.257,0.3172858887144601,0.02120141342756184,0.018374558303886925,0.03816254416961131,0.10247349823321555,0.0215547703180212,0.042756183745583036,0.08021201413427562,0.11060070671378092,0.08021201413427562,0.015010351966873706,30935.0,41531.0,0.17856522494354699,0.08216084766371375,42.7,43.3,29499.0,0.5118143459915612,0.06666666666666667,0.06666666666666667,0.28565400843881855,0.07383966244725738,0.04430379746835443,0.017721518987341773,0.05358649789029536,0.16666666666666666,0.2683544303797468,0.23924050632911392,0.11265822784810127,0.15949367088607594,0.2936867806069062,0.18573421695151726,0.5205790024415765
K1L,0.19,0.259,0.18173706127305175,0.023127753303964757,0.02092511013215859,0.03303964757709251,0.08755506607929515,0.021475770925110133,0.054515418502202644,0.07433920704845814,0.11398678414096916,0.09691629955947137,0.010898379970544918,30644.0,41104.0,0.21018160166716285,0.07264066686513844,44.0,43.5,17021.0,0.486592544146501,0.052975801177240024,0.052975801177240024,0.2949640287769784,0.1066056245912361,0.04970568999345978,0.009156311314584695,0.05431937172774869,0.17146596858638743,0.27159685863874344,0.2369109947643979,0.1106020942408377,0.1551047120418848,0.20428189116859946,0.1400535236396075,0.655367231638418
K1M,0.31,0.094,0.14163424124513618,0.01907356948228883,0.009536784741144414,0.006811989100817439,0.055858310626702996,0.03678474114441417,0.02861035422343324,0.11444141689373297,0.08583106267029973,0.039509536784741145,0.003032600454890068,64333.0,108168.0,0.07789142407553108,0.4020456333595594,46.3,48.4,6695.0,0.5016447368421053,0.0625,0.0625,0.17598684210526316,0.14638157894736842,0.09046052631578948,0.02138157894736842,0.01644736842105263,0.07894736842105263,0.2713815789473684,0.4029605263157895,0.16282894736842105,0.06743421052631579,0.28171206225680934,0.22568093385214008,0.4926070038910506
K1N,0.19,0.301,0.28399122807017546,0.01948051948051948,0.011904761904761904,0.015512265512265512,0.09307359307359307,0.027777777777777776,0.02922077922077922,0.09271284271284272,0.08513708513708514,0.09523809523809523,0.01066010660106601,30299.0,47441.0,0.26162280701754387,0.12850877192982457,39.9,34.3,25063.0,0.2648221343873518,0.030742204655248132,0.030742204655248132,0.27624066754501536,0.35090030742204653,0.06104523495827844,0.015810276679841896,0.027228809837505488,0.09134826526130874,0.23583662714097497,0.3359683794466403,0.15634606938954765,0.152832674571805,0.29028721771541327,0.21223415917561939,0.4972593729445297
K1P,0.13,0.11900000000000001,0.38596491228070173,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0784313725490196,0.0,0.0,0.0784313725490196,0.058823529411764705,0.0,62635.0,73324.0,0.1044776119402985,0.23880597014925373,34.5,32.3,340.0,0.24,0.0,0.0,0.16,0.58,0.04,0.0,0.0,0.08,0.24,0.52,0.06,0.1,0.2807017543859649,0.2982456140350877,0.43859649122807015
K1R,0.16,0.24100000000000002,0.28811720021703746,0.021065675340768277,0.014043783560512184,0.017761255679471292,0.07806691449814127,0.040892193308550186,0.0214787277984304,0.07393638992152003,0.07806691449814127,0.09913258983890955,0.036314363143631435,35506.0,47938.0,0.19381557150745443,0.11651021535063501,40.0,35.8,18730.0,0.27242044358727097,0.03567984570877531,0.03567984570877531,0.23240115718418514,0.3592092574734812,0.08871745419479267,0.012054001928640309,0.017839922854387655,0.08100289296046287,0.2415621986499518,0.3698167791706847,0.16248794599807137,0.12825458052073288,0.29924036896364625,0.20998372219207814,0.49077590884427563
