GEO_NAME,% vaccinated,Low income,% visible minority,% manufacturing,% wholesale trade,% transportation and warehousing,% retail trade,% information and cultural industries,% construction,% education services,% health care and social services,% accommodation and food services,% english nor french,median individual income,average individual income,income - % in bottom decile,income - % in top decile,average age,median age,population,% commuting by car or truck as driver,% commuting by car or truck as passenger,% commuting by vehicle,% commuting by public transit,% commuting by walking,% commuting by bicycle,% commuting by other method,% leaving for work between 5am and 6am,% leaving for work between 6am and 7am,% leaving for work between 7am and 8am,% leaving for work between 8am and 9am,% leaving for work between 9am and 12pm,% leaving for work between 12pm and 5am,% first generation immigrants,% second generation immigrants,% third generation or more immigrants
L2E,0.22,0.223,0.0916354556803995,0.07298211696471725,0.03141614306428226,0.03673272112131464,0.12131464475592073,0.006766553890768487,0.06573223779603674,0.03721604639922668,0.08506524891251813,0.21459642339294346,0.009587020648967551,25998.0,33893.0,0.14331762955616167,0.03669724770642202,45.4,47.0,20956.0,0.7731843575418994,0.08826815642458101,0.08826815642458101,0.029608938547486034,0.07486033519553073,0.01899441340782123,0.015083798882681564,0.0659217877094972,0.16201117318435754,0.2011173184357542,0.18212290502793296,0.13016759776536313,0.2581005586592179,0.19275905118601747,0.21922596754057427,0.5875156054931335
L2G,0.22,0.18899999999999997,0.12247697432882618,0.07909820405043944,0.025601834161253344,0.044707680550248374,0.1218952999617883,0.009552923194497517,0.0561711883836454,0.04088651127244937,0.08597630875047764,0.2216278181123424,0.009322198485142746,27602.0,34652.0,0.11865071582663267,0.02882918219258678,43.6,45.1,26096.0,0.7674113009198423,0.08366184844502847,0.08366184844502847,0.04161191414805081,0.08628996933858958,0.008322382829610162,0.012702584318878668,0.0647985989492119,0.1659369527145359,0.18782837127845883,0.2044658493870403,0.1265323992994746,0.2504378283712785,0.20889672741524593,0.21066039584558102,0.5806388398980992
L2H,0.22,0.115,0.19964136282127914,0.07116654438738078,0.025678650036683785,0.04218635363169479,0.1078503301540719,0.013573000733675716,0.04878943506969919,0.08070432868672046,0.10014673514306677,0.17388114453411593,0.015196368659956582,33219.0,42538.0,0.07314148681055156,0.07194244604316546,39.8,41.0,25616.0,0.8721555647496897,0.07943731899048408,0.07943731899048408,0.01365328920148945,0.019031857674803476,0.008274720728175424,0.008274720728175424,0.05334987593052109,0.13895781637717122,0.2076095947063689,0.22622001654259719,0.13895781637717122,0.23449131513647642,0.26798166965530984,0.27017334130304843,0.4618449890416418
L2J,0.3,0.109,0.08229166666666667,0.06644295302013423,0.02348993288590604,0.03355704697986577,0.11610738255033556,0.00738255033557047,0.06510067114093959,0.07919463087248323,0.11275167785234899,0.17114093959731544,0.007952973720608575,32773.0,43946.0,0.06599162011173185,0.08275139664804469,46.1,49.4,14463.0,0.8596899224806202,0.08139534883720931,0.08139534883720931,0.02635658914728682,0.023255813953488372,0.0031007751937984496,0.0069767441860465115,0.05736434108527132,0.15193798449612403,0.2178294573643411,0.2527131782945736,0.12713178294573643,0.1937984496124031,0.21458333333333332,0.25,0.5347222222222222
L2M,0.26,0.174,0.12269558481797056,0.09616573902288188,0.032467532467532464,0.03927025355596784,0.13698206555349413,0.013296227581941867,0.07050092764378478,0.05782312925170068,0.12832405689548546,0.10173160173160173,0.00931098696461825,29775.0,37469.0,0.1143699565487275,0.04298572315332092,44.2,45.7,32759.0,0.8338119167264896,0.08076094759511845,0.08076094759511845,0.03625269203158651,0.035175879396984924,0.007896625987078248,0.006460875807609476,0.06568557071069633,0.17336683417085427,0.2293610911701364,0.21284996410624551,0.12275664034458005,0.19526202440775306,0.2286599535243997,0.23625096824167313,0.5352439969016266
L2N,0.32,0.114,0.08897221748764275,0.08596373404969779,0.030557421087978508,0.0325721961047683,0.1417058428475487,0.01511081262592344,0.062458025520483546,0.08361316319677636,0.1343183344526528,0.08999328408327736,0.0064091752403440715,34070.0,44681.0,0.06911814776983316,0.08324821246169561,48.1,51.2,30648.0,0.8415300546448088,0.0663544106167057,0.0663544106167057,0.03083528493364559,0.04059328649492584,0.00819672131147541,0.01209992193598751,0.06049960967993755,0.1647150663544106,0.2373145979703357,0.23965651834504292,0.12060889929742388,0.17642466822794692,0.22379410260780638,0.23538435316175219,0.5409919890915289
L2P,0.2,0.191,0.13324032089291943,0.1121251629726206,0.033246414602346806,0.04758800521512386,0.14276401564537158,0.014341590612777053,0.06192959582790091,0.05997392438070404,0.11994784876140809,0.11147327249022164,0.0052065255119750084,29450.0,35760.0,0.1326388888888889,0.030208333333333334,40.9,40.5,14517.0,0.8135719612229679,0.08277404921700224,0.08277404921700224,0.055182699478001494,0.02982848620432513,0.007457121551081283,0.009694258016405667,0.07158836689038031,0.1715137956748695,0.2184936614466816,0.18866517524235646,0.13348247576435496,0.21551081282624907,0.17753749564004184,0.20230205790024416,0.6198116498081618
L2R,0.2,0.239,0.1165670367207515,0.06875,0.026953125,0.0375,0.120703125,0.0140625,0.073046875,0.072265625,0.1125,0.116015625,0.006652806652806653,26798.0,37284.0,0.1799872800508798,0.06105575577697689,41.7,41.0,24496.0,0.7301216089803555,0.06922357343311505,0.06922357343311505,0.0617399438727783,0.10898035547240412,0.017305893358278764,0.01216089803554724,0.05425631431244153,0.17025257249766138,0.2100093545369504,0.2432179607109448,0.13564078578110383,0.18709073900841908,0.16371398078975455,0.21408751334044823,0.6221985058697972
L2S,0.24,0.165,0.15453823762900237,0.07556935817805382,0.03364389233954451,0.047619047619047616,0.13923395445134576,0.015010351966873706,0.06418219461697723,0.08902691511387163,0.12525879917184266,0.10093167701863354,0.007446808510638298,30782.0,41827.0,0.11572226656025539,0.08433093907954244,40.3,41.0,19006.0,0.8265726043503822,0.078777189888301,0.078777189888301,0.03468547912992358,0.035861258083480306,0.00940623162845385,0.01352145796590241,0.07113462669018225,0.18459729570840683,0.20987654320987653,0.25984714873603765,0.1128747795414462,0.16166960611405057,0.21698862132839375,0.22122254564699656,0.561524212754697
L2T,0.27,0.185,0.16499761564139245,0.07904761904761905,0.02857142857142857,0.025714285714285714,0.1380952380952381,0.018095238095238095,0.05142857142857143,0.10857142857142857,0.12476190476190477,0.1295238095238095,0.00809138505473584,29568.0,40543.0,0.15267175572519084,0.09780534351145038,44.9,46.0,10684.0,0.7941176470588235,0.08257918552036199,0.08257918552036199,0.04638009049773756,0.058823529411764705,0.00904977375565611,0.007918552036199095,0.04638009049773756,0.12895927601809956,0.2251131221719457,0.23868778280542988,0.167420814479638,0.19343891402714933,0.25,0.23234732824427481,0.5181297709923665
L2V,0.21,0.154,0.10472659870250231,0.07815173987450086,0.03822019395322305,0.03822019395322305,0.13804905875641757,0.013120365088419851,0.0638904734740445,0.07929264118653737,0.12949229891614375,0.12207644038790645,0.0064595509074131035,30367.0,37572.0,0.12093023255813953,0.045891472868217056,40.3,40.2,16268.0,0.8432397126061397,0.08360548661005879,0.08360548661005879,0.02939255388634879,0.03069888961463096,0.005878510777269758,0.007184846505551927,0.06335728282168518,0.17112998040496408,0.23122142390594383,0.21685173089483997,0.11952971913781842,0.19790986283474854,0.15358467243510507,0.223114956736712,0.6236093943139679
L2W,0.26,0.204,0.32304038004750596,0.09523809523809523,0.023809523809523808,0.014285714285714285,0.13333333333333333,0.014285714285714285,0.07142857142857142,0.12380952380952381,0.17142857142857143,0.11428571428571428,0.012285012285012284,33899.0,53411.0,0.14250614250614252,0.19901719901719903,37.1,38.5,2043.0,0.856353591160221,0.08287292817679558,0.08287292817679558,0.022099447513812154,0.022099447513812154,0.0,0.011049723756906077,0.06629834254143646,0.09944751381215469,0.2541436464088398,0.27071823204419887,0.13259668508287292,0.17679558011049723,0.2938388625592417,0.3175355450236967,0.3886255924170616
L3B,0.21,0.22399999999999998,0.03968957871396896,0.10874595094863489,0.033317908375751965,0.047200370198981954,0.11892642295233688,0.01018047200370199,0.1013419713095789,0.048588616381304954,0.12031466913465988,0.08977325312355391,0.0033200531208499337,27134.0,33824.0,0.15032243718034244,0.02935290193462308,43.9,46.0,22980.0,0.8372219207813347,0.06619641888225719,0.06619641888225719,0.02984264785675529,0.04666304937601736,0.00705371676614216,0.013022246337493217,0.10037981551817689,0.19262072707542052,0.23223005968529573,0.1850244167118828,0.08952794357026587,0.19967444384156266,0.09290465631929047,0.15121951219512195,0.7558758314855876
L3C,0.28,0.134,0.0589271417133707,0.08240178856595337,0.028744809964867453,0.03768763973171511,0.12232513573938039,0.01341424465027148,0.06483551580964549,0.10124560843181092,0.13414244650271478,0.07920792079207921,0.004609027336300063,32216.0,40037.0,0.0899091343854615,0.05722939582337,43.6,45.4,31670.0,0.8684402332361516,0.0564868804664723,0.0564868804664723,0.019314868804664723,0.030612244897959183,0.01239067055393586,0.01348396501457726,0.07431693989071038,0.18397085610200364,0.23132969034608378,0.22258652094717668,0.10163934426229508,0.1854280510018215,0.1354683746997598,0.20032025620496396,0.6640512409927942
L3K,0.29,0.16,0.02032176121930567,0.13211978860833823,0.03523194362889019,0.0551967116852613,0.13270698766881972,0.013505578391074574,0.07692307692307693,0.059307105108631825,0.11332941867293013,0.08220786846741045,0.004193458205199888,29997.0,39761.0,0.09755411863930279,0.05144784931121732,46.6,50.1,18226.0,0.865546218487395,0.04971988795518207,0.04971988795518207,0.008403361344537815,0.049019607843137254,0.0070028011204481795,0.0196078431372549,0.08117564730580826,0.19454163750874737,0.2575227431770469,0.19104268719384185,0.09517144856543037,0.18124562631210636,0.10637697516930023,0.18086907449209932,0.7127539503386005
L3M,0.25,0.06,0.053859283140527216,0.11738227146814405,0.054016620498614956,0.039473684210526314,0.10907202216066482,0.013504155124653739,0.07340720221606649,0.09141274238227147,0.12153739612188366,0.05886426592797784,0.0028339316077838654,41626.0,52851.0,0.04000758437618506,0.13519150549867273,42.3,43.6,26845.0,0.8745067087608525,0.058011049723756904,0.058011049723756904,0.017363851617995266,0.037095501183898975,0.006708760852407261,0.006314127861089187,0.07813733228097869,0.18587213891081295,0.27308602999210735,0.21744277821625888,0.08602999210734018,0.15943172849250198,0.1659711684370258,0.26176024279210924,0.5724582701062215
L3P,0.29,0.099,0.4859389577502332,0.07431935246504782,0.051017905322541086,0.03090507726269316,0.10963944076526858,0.026980623007113073,0.059112092224675006,0.09197939661515821,0.07701741476575914,0.051999018886436106,0.053992800959872016,34795.0,52008.0,0.06535685645549319,0.18457631649291634,43.5,46.1,37764.0,0.7561331775700935,0.0683411214953271,0.0683411214953271,0.13317757009345793,0.028621495327102803,0.004964953271028037,0.008761682242990653,0.04497663551401869,0.1445677570093458,0.2870911214953271,0.24503504672897197,0.1699766355140187,0.10835280373831775,0.45155271224843396,0.27668932427029186,0.2717579634812742
L3R,0.24,0.177,0.8136832696839197,0.08889956751561749,0.05958673714560307,0.027230498157936888,0.10780073682524427,0.029633189171872496,0.0414864648406215,0.06487265737626141,0.07304180682364247,0.08393400608681724,0.148898393995642,24936.0,43916.0,0.13440207270666343,0.14112217634199659,42.6,44.3,62298.0,0.7219626168224299,0.08683800623052959,0.08683800623052959,0.15556853582554517,0.023753894080996884,0.0036993769470404984,0.008177570093457943,0.03018500486854917,0.10516066212268745,0.2350535540408958,0.2691333982473223,0.25472249269717623,0.10574488802336904,0.6597058584545381,0.2575769887056147,0.08279840741041683
L3S,0.25,0.154,0.9321625958281333,0.12378017462763226,0.04776579352850539,0.047594589967471325,0.11710323574730354,0.02859099469268961,0.04194487245334703,0.04862181133367574,0.08269131997945557,0.10683102208525937,0.13686180165731088,22284.0,33179.0,0.10513186029935852,0.07546329294369208,38.8,38.2,56117.0,0.7041691601835228,0.09634949132256133,0.09634949132256133,0.17494514262916416,0.01436265709156194,0.002593257530420906,0.007380809894274885,0.04488330341113106,0.14203072012766807,0.21743466985836823,0.2244165170556553,0.20287253141831238,0.16816277678037103,0.6653294107158777,0.3089061246322546,0.025853615048586968
L3T,0.3,0.177,0.5837457929122946,0.06286656891495601,0.052602639296187685,0.031158357771260997,0.11033724340175953,0.031158357771260997,0.04288856304985337,0.0815615835777126,0.09769061583577712,0.04857038123167155,0.05258987818163811,31990.0,52323.0,0.13021504310771975,0.17302546823902487,44.2,45.7,50669.0,0.6993551256393151,0.05714921058483433,0.05714921058483433,0.19902156993551257,0.033577940849455194,0.004669779853235491,0.00644874360684901,0.025122276567363273,0.11649622054246332,0.2712316585148955,0.282792352156514,0.19875500222321033,0.10560248999555358,0.6080974064541675,0.24015046525440506,0.15175212829142745
L3V,0.27,0.155,0.04287849178066445,0.07293318233295583,0.031710079275198186,0.028312570781426953,0.12774631936579842,0.013816534541336353,0.08040770101925254,0.056625141562853906,0.13499433748584372,0.09490373725934315,0.002611558987169297,31088.0,40786.0,0.106795004010542,0.07035636530308238,44.8,47.3,44915.0,0.8055774796106288,0.07866350960273612,0.07866350960273612,0.03367534859247567,0.06261510128913444,0.007892659826361484,0.011049723756906077,0.07655880031570639,0.16232570376216784,0.24283083399105498,0.20126282557221783,0.11838989739542226,0.19863193896343068,0.09012530175882286,0.13909644786757097,0.7706632946315668
L3X,0.18,0.091,0.357303637009833,0.0966693744922827,0.04752233956133225,0.030259951259138912,0.12205523964256702,0.02538586515028432,0.07047116165718928,0.08245329000812347,0.08001624695369618,0.057473598700243704,0.028557886005450884,37504.0,55466.0,0.06329263956382601,0.17257318952234207,36.0,37.4,42239.0,0.789778206364513,0.06750241080038573,0.06750241080038573,0.10125361620057859,0.03037608486017358,0.0028929604628736743,0.007955641272902604,0.06583072100313479,0.18447070171208102,0.27248613455510007,0.19773330118157703,0.12852664576802508,0.150952495780082,0.3580144532638313,0.29771354104963865,0.34415353631086365
L3Y,0.28,0.109,0.15703152262417122,0.09198634263908416,0.04237798754770034,0.030528218517774652,0.11809600321349668,0.027716408917453302,0.07752560755171721,0.08335007029524001,0.09620405703956618,0.06929102229363326,0.011912943871706758,35308.0,49135.0,0.07567127746135069,0.128792281762176,43.4,45.6,44469.0,0.7799009200283086,0.07124321774003303,0.07124321774003303,0.07808445388063222,0.054965793819297004,0.005897617362585515,0.009907997169143666,0.08612553091080699,0.19938650306748465,0.25153374233128833,0.19867862199150543,0.1165644171779141,0.14818310523831996,0.22461323717575898,0.2389205536815168,0.5364662091427242
L3Z,0.18,0.09,0.2130115424973767,0.1262493424513414,0.048921620199894794,0.03971593897948448,0.11730668069437139,0.018674381904260916,0.14176749079431877,0.0581273014203051,0.08074697527617043,0.05681220410310363,0.024452445244524453,36318.0,45484.0,0.055997597958264526,0.08091878096381924,37.1,36.8,33666.0,0.8428571428571429,0.07470238095238095,0.07470238095238095,0.043154761904761904,0.030357142857142857,0.002976190476190476,0.00625,0.13541666666666666,0.2288690476190476,0.21875,0.16785714285714284,0.09047619047619047,0.15922619047619047,0.2884125318542947,0.300704542047669,0.4107330235347024
L4A,0.25,0.081,0.3742802303262956,0.07651245551601424,0.05493772241992882,0.03314056939501779,0.10631672597864769,0.027580071174377226,0.08029359430604982,0.08919039145907473,0.08674377224199288,0.05226868327402135,0.026095283696432846,41070.0,56112.0,0.05,0.14916067146282974,39.3,39.5,42174.0,0.8349313293599379,0.05960093288416688,0.05960093288416688,0.0710028504793988,0.023322104172065303,0.003627882871210158,0.007514900233221042,0.06867064006219228,0.18787250583052603,0.307851775071262,0.19616480953614926,0.12723503498315625,0.11220523451671417,0.3364923224568138,0.2971449136276392,0.366362763915547
L4B,0.25,0.174,0.8172631578947368,0.061522142667727396,0.05542296473084063,0.025722619994696366,0.1079289313179528,0.031556616282153276,0.03579952267303103,0.07186422699549191,0.09520021214531954,0.05197560328825245,0.08978848578232246,28450.0,47864.0,0.12710201793721973,0.1845571748878924,41.9,43.4,35858.0,0.7349556067083196,0.05195659322591253,0.05195659322591253,0.174613613942782,0.024991779020059193,0.00295955277869122,0.010851693521867807,0.024334100624794474,0.09207497533706017,0.2525485037816508,0.29628411706675434,0.2351200263071358,0.09930943768497205,0.6888421052631579,0.2593684210526316,0.05164912280701754
L4C,0.27,0.179,0.44251365345059934,0.07794577685088634,0.04288321167883212,0.03532325338894682,0.12030761209593327,0.027111574556830033,0.06947340980187695,0.08016162669447341,0.0955422314911366,0.05200729927007299,0.048554668174429286,29326.0,47597.0,0.12447780216667846,0.14678184521702187,43.4,45.6,71152.0,0.7322438717787555,0.056725329981143935,0.056725329981143935,0.1582338152105594,0.036455059710873663,0.004242614707730987,0.011942174732872407,0.037554996857322435,0.1524198617221873,0.28064110622250155,0.24387177875549967,0.1626335637963545,0.1228786926461345,0.5619148936170213,0.2498581560283688,0.18815602836879433
L4E,0.18,0.12300000000000001,0.5432300163132137,0.07851311446934167,0.050199756817787045,0.03508771929824561,0.10995310057321521,0.02744484974813271,0.07556018759770713,0.08007642869550113,0.07920792079207921,0.04568351571999305,0.04828511209043878,34979.0,54491.0,0.08406825153374232,0.15960506134969324,36.1,38.5,52207.0,0.8046695851573901,0.05711903272878883,0.05711903272878883,0.11673962893475089,0.01084010840108401,0.0008338544923910778,0.009589326662497394,0.04481967896602043,0.16343548050865125,0.2972691265374192,0.23368772149259953,0.15530539920783823,0.10589952053366687,0.5299875251895212,0.30745609826312253,0.16265233662796277
L4G,0.23,0.08900000000000001,0.26862261219266975,0.08257599498589784,0.05546850517079285,0.03071137574428079,0.11328737073017862,0.030397994359135067,0.0701974302726418,0.09260419931056095,0.07850203697900345,0.050297712315888435,0.021836047675370757,40382.0,65014.0,0.06251713737318344,0.21743899095146696,39.6,41.5,55445.0,0.7800852957537548,0.06564064528091972,0.06564064528091972,0.11088447988132764,0.033191173743741885,0.0033376599295382903,0.007046170962358613,0.06304468755794548,0.18097533840163174,0.2900055627665492,0.2045243834600408,0.1310958650101984,0.13072501390691638,0.3160588611644274,0.28434329585961066,0.39959784297596196
L4H,0.18,0.073,0.40119891804956503,0.11314541622760801,0.050316122233930456,0.045969441517386724,0.12183877766069547,0.023840885142255006,0.10682297154899895,0.0845626975763962,0.06322444678609063,0.05084299262381454,0.03714808043875686,38128.0,50578.0,0.04263565891472868,0.13097849934181657,34.7,35.9,68382.0,0.8226929343800918,0.06873055843578729,0.06873055843578729,0.08783883869056436,0.01185009628203229,0.0008887572211524219,0.007998814990371797,0.06250925788772034,0.1746407939564509,0.2861798252110798,0.2150792475188861,0.12309287512961042,0.1384980002962524,0.40982527962570364,0.4074128225747496,0.18283500255866658
L4J,0.36,0.113,0.31819073142035426,0.0768409818569904,0.05182023004861852,0.026918060002371635,0.10079449780623741,0.026918060002371635,0.04695837780149413,0.09308668326811337,0.10589351357761176,0.040792126170994904,0.035863056495704246,35217.0,58177.0,0.07942521227955585,0.20476812540822992,41.1,42.5,77214.0,0.7180005778676684,0.04839641722045652,0.04839641722045652,0.18910719445247037,0.027882114995665994,0.0030338052585957816,0.013290956370991043,0.026004045073678126,0.10777232013868825,0.27593181161514013,0.30540306269864204,0.180872580179139,0.1040161802947125,0.5413425714098961,0.2892999542453755,0.16935747434472842
L4K,0.27,0.08199999999999999,0.4536648369389732,0.13590033975084936,0.04869762174405436,0.04869762174405436,0.11268403171007928,0.020951302378255945,0.06342015855039637,0.06908267270668177,0.09173272933182333,0.05719139297848245,0.053290529695024076,31788.0,42188.0,0.0585020893603343,0.09225329476052717,41.5,43.1,15591.0,0.7141009055627425,0.06338939197930142,0.06338939197930142,0.18369987063389392,0.02457956015523933,0.0038809831824062097,0.009702457956015523,0.04854368932038835,0.17475728155339806,0.24789644012944984,0.23236245954692555,0.14627831715210357,0.15080906148867315,0.591349257585539,0.3040671400903809,0.10426081342801807
L4L,0.33,0.067,0.21194532859015167,0.10654044750430293,0.05335628227194492,0.046815834767642,0.12633390705679862,0.018244406196213425,0.12667814113597245,0.09552495697074011,0.056626506024096385,0.04388984509466437,0.04851024208566108,35091.0,52819.0,0.0423982069480762,0.1848150915203586,45.2,47.3,54282.0,0.8407471596379742,0.06296938186019642,0.06296938186019642,0.07452339688041594,0.011939148854226844,0.002310803004043905,0.007510109763142692,0.06085114577315617,0.15751973810899286,0.2811476988253418,0.24205661467359907,0.1392258809936453,0.11900635470826113,0.4597023308059534,0.3677805859777216,0.17242347655153048
L4M,0.21,0.14,0.10432766615146831,0.08253283669868654,0.035483238580670456,0.04410899823564007,0.1266418349343266,0.01803567927857283,0.08194471672221133,0.07920015683199373,0.12291707508331699,0.07527935698882572,0.0051631330330660224,32070.0,43721.0,0.11247105524313596,0.07729628404454736,39.6,38.4,45991.0,0.7875541372236152,0.07567813995896969,0.07567813995896969,0.0585821746067928,0.05903806701618418,0.007750170959653521,0.01139731023478459,0.09117848187827672,0.15637109642124458,0.24116708456804195,0.21290175518577617,0.10895828584454069,0.1891953498974242,0.14903952307352616,0.186133804371826,0.6650474718480901
L4N,0.19,0.111,0.09933433097683059,0.10378808426001265,0.041587559895127024,0.047735286140493625,0.13696772443721184,0.021969080553295363,0.08028207214537564,0.07097007503842329,0.10839887894403762,0.07756983997830215,0.0043971776255240826,34756.0,45178.0,0.08053033429632686,0.08347090383821709,38.7,38.9,98663.0,0.8284462068245853,0.074089533548993,0.074089533548993,0.04987999582594177,0.03474903474903475,0.004069706772409475,0.0088698737347386,0.11300083472454091,0.16412771285475794,0.23215776293823037,0.19929048414023373,0.10037562604340568,0.19094323873121868,0.1450023221012436,0.21027916817173228,0.6447701119768822
L4P,0.2,0.10400000000000001,0.09654329608938547,0.0966096609660966,0.0447044704470447,0.039003900390039,0.11701170117011701,0.026702670267026704,0.12031203120312031,0.0666066606660666,0.09780978097809781,0.05160516051605161,0.006460625109132181,35743.0,44351.0,0.07216494845360824,0.07338808317316092,38.8,39.4,28916.0,0.8659581762084333,0.06924922865958176,0.06924922865958176,0.03256770654782311,0.020911895783339046,0.002056907781967775,0.0082276311278711,0.13712718546451835,0.21666095303393898,0.22900239972574563,0.17038052793966404,0.08947548851559822,0.1573534453205348,0.14420391061452514,0.19535614525139663,0.6600907821229051
L4R,0.31,0.179,0.03515735752764389,0.15104477611940298,0.020298507462686566,0.028059701492537312,0.13671641791044775,0.014925373134328358,0.07582089552238806,0.05552238805970149,0.1528358208955224,0.07940298507462687,0.0008493771234428086,28551.0,37890.0,0.12163311596257442,0.05103487383045081,46.5,50.4,18153.0,0.7855655794587092,0.08674531575294935,0.08674531575294935,0.016655100624566273,0.08535739070090215,0.011103400416377515,0.015267175572519083,0.0777238029146426,0.1991672449687717,0.2588480222068008,0.20333102012491325,0.08952116585704371,0.1714087439278279,0.09356393535582648,0.14119648426424725,0.7652395803799262
L4S,0.2,0.155,0.775966268446943,0.08747357293868922,0.05576109936575053,0.02774841437632135,0.10887949260042283,0.035940803382663845,0.03224101479915433,0.06897463002114165,0.08773784355179703,0.04809725158562368,0.07506361323155217,27458.0,44216.0,0.10908319185059423,0.13921901528013583,39.4,42.4,35803.0,0.7338890670086566,0.06348188521962167,0.06348188521962167,0.17249118307149727,0.020198781660788714,0.0022443090734209684,0.007374158384097467,0.03012820512820513,0.13237179487179487,0.3157051282051282,0.24326923076923077,0.1625,0.11538461538461539,0.659451862262825,0.26605762473647226,0.07449051300070274
L4T,0.17,0.217,0.8250359336208023,0.15014462266631606,0.051012358664212464,0.14383381540888773,0.10386536944517487,0.014725216933999474,0.05364186168814094,0.03576124112542729,0.07283723376281882,0.07809623981067579,0.055642633228840124,23019.0,28671.0,0.14330502939255388,0.015545395166557806,37.5,35.9,38445.0,0.6379049349076596,0.08477141992128367,0.08477141992128367,0.2409930366333636,0.023312140478353012,0.004541326067211626,0.008174386920980926,0.0841659097789888,0.19648804117468968,0.19860732667272177,0.1486527399333939,0.11989100817438691,0.2524977293369664,0.6358290866326931,0.29112766235463217,0.07291258330066641
L4W,0.31,0.10300000000000001,0.3171400099651221,0.10333935018050541,0.04828519855595668,0.06182310469314079,0.11101083032490974,0.030685920577617327,0.06949458483754513,0.07671480144404332,0.08348375451263539,0.047382671480144405,0.035932534832559274,35135.0,46305.0,0.06758104738154613,0.13566084788029925,45.6,48.0,20761.0,0.7335406946604458,0.058061171591498185,0.058061171591498185,0.16796267496111975,0.027993779160186624,0.00414722654224987,0.008812856402280975,0.05132192846034215,0.1643338517366511,0.27319854847071023,0.232763089683774,0.13841368584758942,0.13996889580093314,0.5317717418390232,0.3015200598056317,0.16670819835534512
L4X,0.2,0.22699999999999998,0.4618567364882338,0.13401015228426397,0.047208121827411166,0.07969543147208122,0.1131979695431472,0.023350253807106598,0.07360406091370558,0.049746192893401014,0.06802030456852792,0.0715736040609137,0.05305176409992274,26738.0,35747.0,0.14694508894044858,0.05826243877287961,39.1,39.2,19592.0,0.6426461901949203,0.0744240992321323,0.0744240992321323,0.2297696396928529,0.03130537507383343,0.005316007088009451,0.01772002362669817,0.06847697756788666,0.16706021251475797,0.23730814639905548,0.21369539551357733,0.11983471074380166,0.19303423848878395,0.5733126454615981,0.2611843806568399,0.16550297388156193
L4Y,0.25,0.15,0.3396186440677966,0.10453246222948143,0.06451612903225806,0.06778276847692936,0.11637403021641486,0.02735810534912209,0.08207431604736627,0.06165781951817068,0.06859942833809718,0.055941200489995915,0.0451271186440678,31960.0,42216.0,0.09641873278236915,0.09535918626827718,43.3,44.8,23796.0,0.6957337083919363,0.07032348804500703,0.07032348804500703,0.1917487107360525,0.03187998124706985,0.005625879043600563,0.005157055789967183,0.07216494845360824,0.17291471415182755,0.2830365510777882,0.20384254920337394,0.11105904404873478,0.15604498594189317,0.5007413683541623,0.27557720821859777,0.22368142342723998
L4Z,0.23,0.152,0.6401962084051438,0.11187371310912834,0.05673758865248227,0.06634637382749943,0.10752688172043011,0.026767330130404943,0.05833905284831846,0.048501487073896135,0.07320979180965455,0.06588881262868909,0.03905013192612137,31234.0,40581.0,0.10420257192098635,0.08285827919925759,39.0,38.6,38102.0,0.7003705664372684,0.0714663843303335,0.0714663843303335,0.18845950238221282,0.028057173107464268,0.0026469031233456856,0.009528851244044468,0.05452620434092112,0.1598729486500794,0.24960296453149813,0.2382212811011117,0.1413446267866596,0.15643197458973002,0.6247348886532343,0.28168080593849415,0.09358430540827148
L5A,0.22,0.20600000000000002,0.5340657019119045,0.10550367574011524,0.05543413471090801,0.07311742499503278,0.11722630637790582,0.025630836479237036,0.07033578382674349,0.05543413471090801,0.08444267832306775,0.06457381283528711,0.05072616291307093,27951.0,35873.0,0.14060849355588423,0.0436298330868371,40.8,40.6,47828.0,0.6584192439862543,0.0577319587628866,0.0577319587628866,0.23688430698739976,0.036426116838487975,0.0029782359679266894,0.007331042382588774,0.0700870361887311,0.17430142006413193,0.24713696747595051,0.19377004122766833,0.1275767292716445,0.18666972056802567,0.6040984472377733,0.24495616351536917,0.15105101933030526
L5B,0.2,0.242,0.6716620167397369,0.09724497393894267,0.0537602382725242,0.06478034251675353,0.11362620997766196,0.025614296351451973,0.056887565152643337,0.054802680565897245,0.08920327624720774,0.06329113924050633,0.044778493597391236,27712.0,38208.0,0.17756711543057435,0.06078228311957301,39.1,37.3,63394.0,0.6655512504402958,0.06076083127861923,0.06076083127861923,0.22613596336738287,0.03645649876717154,0.0021134202183867557,0.008805917576611482,0.06181754138781261,0.14406481155336387,0.2595984501585065,0.2321239873194787,0.14617823177175063,0.15621697780908772,0.6820247110402551,0.23411717815862892,0.08385811080111598
L5C,0.25,0.139,0.5430686406460296,0.10904007455731593,0.048772910841876356,0.061820441130785955,0.10748679714196956,0.0260950605778192,0.06554830692761728,0.05591798695246971,0.08294501397949673,0.07207207207207207,0.04430592991913747,29877.0,41493.0,0.09726904922454484,0.10485502360080917,41.1,42.3,29687.0,0.7005113221329438,0.0635500365230095,0.0635500365230095,0.19466764061358657,0.028122717311906503,0.003287070854638422,0.009861212563915266,0.06610664718772827,0.16252739225712198,0.25858290723155586,0.197954711468225,0.14572680788897005,0.16946676406135866,0.5642664872139973,0.2727119784656797,0.163021534320323
