date,RSS01_DOSE_Numero1_cumu,RSS02_DOSE_Numero1_cumu,RSS03_DOSE_Numero1_cumu,RSS04_DOSE_Numero1_cumu,RSS05_DOSE_Numero1_cumu,RSS06_DOSE_Numero1_cumu,RSS07_DOSE_Numero1_cumu,RSS08_DOSE_Numero1_cumu,RSS09_DOSE_Numero1_cumu,RSS10_DOSE_Numero1_cumu,RSS11_DOSE_Numero1_cumu,RSS12_DOSE_Numero1_cumu,RSS13_DOSE_Numero1_cumu,RSS14_DOSE_Numero1_cumu,RSS15_DOSE_Numero1_cumu,RSS16_DOSE_Numero1_cumu,RSS17_DOSE_Numero1_cumu,RSS18_DOSE_Numero1_cumu,RSS99_DOSE_Numero1_cumu,RSS01_DOSE_Numero1_jour,RSS02_DOSE_Numero1_jour,RSS03_DOSE_Numero1_jour,RSS04_DOSE_Numero1_jour,RSS05_DOSE_Numero1_jour,RSS06_DOSE_Numero1_jour,RSS07_DOSE_Numero1_jour,RSS08_DOSE_Numero1_jour,RSS09_DOSE_Numero1_jour,RSS10_DOSE_Numero1_jour,RSS11_DOSE_Numero1_jour,RSS12_DOSE_Numero1_jour,RSS13_DOSE_Numero1_jour,RSS14_DOSE_Numero1_jour,RSS15_DOSE_Numero1_jour,RSS16_DOSE_Numero1_jour,RSS17_DOSE_Numero1_jour,RSS18_DOSE_Numero1_jour,RSS99_DOSE_Numero1_jour,RSS01_DOSE_Numero2_cumu,RSS02_DOSE_Numero2_cumu,RSS03_DOSE_Numero2_cumu,RSS04_DOSE_Numero2_cumu,RSS05_DOSE_Numero2_cumu,RSS06_DOSE_Numero2_cumu,RSS07_DOSE_Numero2_cumu,RSS08_DOSE_Numero2_cumu,RSS09_DOSE_Numero2_cumu,RSS10_DOSE_Numero2_cumu,RSS11_DOSE_Numero2_cumu,RSS12_DOSE_Numero2_cumu,RSS13_DOSE_Numero2_cumu,RSS14_DOSE_Numero2_cumu,RSS15_DOSE_Numero2_cumu,RSS16_DOSE_Numero2_cumu,RSS17_DOSE_Numero2_cumu,RSS18_DOSE_Numero2_cumu,RSS99_DOSE_Numero2_cumu,RSS01_DOSE_Numero2_jour,RSS02_DOSE_Numero2_jour,RSS03_DOSE_Numero2_jour,RSS04_DOSE_Numero2_jour,RSS05_DOSE_Numero2_jour,RSS06_DOSE_Numero2_jour,RSS07_DOSE_Numero2_jour,RSS08_DOSE_Numero2_jour,RSS09_DOSE_Numero2_jour,RSS10_DOSE_Numero2_jour,RSS11_DOSE_Numero2_jour,RSS12_DOSE_Numero2_jour,RSS13_DOSE_Numero2_jour,RSS14_DOSE_Numero2_jour,RSS15_DOSE_Numero2_jour,RSS16_DOSE_Numero2_jour,RSS17_DOSE_Numero2_jour,RSS18_DOSE_Numero2_jour,RSS99_DOSE_Numero2_jour,RSS01_DOSES_Total_cumu,RSS02_DOSES_Total_cumu,RSS03_DOSES_Total_cumu,RSS04_DOSES_Total_cumu,RSS05_DOSES_Total_cumu,RSS06_DOSES_Total_cumu,RSS07_DOSES_Total_cumu,RSS08_DOSES_Total_cumu,RSS09_DOSES_Total_cumu,RSS10_DOSES_Total_cumu,RSS11_DOSES_Total_cumu,RSS12_DOSES_Total_cumu,RSS13_DOSES_Total_cumu,RSS14_DOSES_Total_cumu,RSS15_DOSES_Total_cumu,RSS16_DOSES_Total_cumu,RSS17_DOSES_Total_cumu,RSS18_DOSES_Total_cumu,RSS99_DOSES_Total_cumu,RSS01_DOSES_Total_jour,RSS02_DOSES_Total_jour,RSS03_DOSES_Total_jour,RSS04_DOSES_Total_jour,RSS05_DOSES_Total_jour,RSS06_DOSES_Total_jour,RSS07_DOSES_Total_jour,RSS08_DOSES_Total_jour,RSS09_DOSES_Total_jour,RSS10_DOSES_Total_jour,RSS11_DOSES_Total_jour,RSS12_DOSES_Total_jour,RSS13_DOSES_Total_jour,RSS14_DOSES_Total_jour,RSS15_DOSES_Total_jour,RSS16_DOSES_Total_jour,RSS17_DOSES_Total_jour,RSS18_DOSES_Total_jour,RSS99_DOSES_Total_jour
2021-04-09,41184.00,57082.00,146242.00,108270.00,89614.00,537483.00,73729.00,27331.00,31959.00,9293.00,30295.00,81063.00,92969.00,101244.00,111257.00,263638.00,5156.00,10290.00,1820080.00,3289.00,2658.00,5393.00,5311.00,3749.00,15207.00,3766.00,1211.00,1031.00,0.00,1778.00,4522.00,3278.00,4010.00,4645.00,12403.00,27.00,32.00,72332.00,8.00,1010.00,1802.00,83.00,104.00,2508.00,932.00,2.00,532.00,43.00,1804.00,86.00,46.00,38.00,55.00,544.00,878.00,4157.00,14789.00,1.00,466.00,686.00,0.00,1.00,61.00,54.00,0.00,221.00,0.00,200.00,3.00,2.00,3.00,3.00,218.00,63.00,742.00,2725.00,41192.00,58092.00,148044.00,108353.00,89718.00,539995.00,74662.00,27333.00,32491.00,9336.00,32099.00,81149.00,93015.00,101282.00,111312.00,264182.00,6034.00,14448.00,1834875.00,3290.00,3124.00,6079.00,5311.00,3750.00,15268.00,3820.00,1211.00,1252.00,0.00,1978.00,4525.00,3280.00,4013.00,4648.00,12621.00,90.00,774.00,75057.00
2021-04-10,44091.00,60075.00,153445.00,111746.00,93209.00,546150.00,77499.00,28020.00,32405.00,9293.00,31840.00,84758.00,95755.00,104460.00,114880.00,274686.00,5161.00,10312.00,1879767.00,2907.00,2993.00,7203.00,3476.00,3595.00,8667.00,3770.00,689.00,446.00,0.00,1545.00,3695.00,2786.00,3216.00,3623.00,11048.00,5.00,22.00,59687.00,8.00,1466.00,2413.00,84.00,117.00,2529.00,933.00,3.00,754.00,43.00,1807.00,86.00,48.00,40.00,61.00,552.00,903.00,4565.00,16569.00,0.00,456.00,611.00,1.00,13.00,21.00,1.00,1.00,222.00,0.00,3.00,0.00,2.00,2.00,6.00,8.00,25.00,408.00,1780.00,44099.00,61542.00,155858.00,111830.00,93326.00,548683.00,78433.00,28023.00,33159.00,9336.00,33647.00,84844.00,95803.00,104500.00,114941.00,275238.00,6064.00,14878.00,1896343.00,2907.00,3450.00,7814.00,3477.00,3608.00,8688.00,3771.00,690.00,668.00,0.00,1548.00,3695.00,2788.00,3218.00,3629.00,11056.00,30.00,430.00,61468.00
2021-04-11,45654.00,63217.00,161834.00,114069.00,95671.00,554149.00,81059.00,28626.00,32446.00,9293.00,31891.00,87684.00,98424.00,108126.00,119179.00,285993.00,5161.00,10318.00,1934777.00,1563.00,3142.00,8389.00,2323.00,2462.00,7999.00,3560.00,606.00,41.00,0.00,51.00,2926.00,2669.00,3666.00,4299.00,11307.00,0.00,6.00,55010.00,8.00,1620.00,2417.00,85.00,390.00,2545.00,936.00,3.00,911.00,43.00,1807.00,86.00,49.00,40.00,61.00,571.00,903.00,4649.00,17282.00,0.00,154.00,4.00,1.00,273.00,16.00,3.00,0.00,157.00,0.00,0.00,0.00,1.00,0.00,0.00,19.00,0.00,84.00,713.00,45662.00,64838.00,164251.00,114154.00,96061.00,556698.00,81996.00,28629.00,33357.00,9336.00,33698.00,87770.00,98473.00,108166.00,119240.00,286564.00,6064.00,14968.00,1952066.00,1563.00,3296.00,8393.00,2324.00,2735.00,8015.00,3563.00,606.00,198.00,0.00,51.00,2926.00,2670.00,3666.00,4299.00,11326.00,0.00,90.00,55723.00
2021-04-12,48277.00,63369.00,168552.00,116314.00,99589.00,567483.00,83478.00,28908.00,33069.00,9293.00,31965.00,91508.00,101418.00,112778.00,123135.00,296658.00,5197.00,10351.00,1993328.00,2623.00,152.00,6718.00,2245.00,3918.00,13334.00,2419.00,282.00,623.00,0.00,74.00,3824.00,2994.00,4652.00,3956.00,10665.00,36.00,33.00,58551.00,231.00,1649.00,2419.00,86.00,392.00,2769.00,939.00,3.00,913.00,43.00,1807.00,88.00,53.00,44.00,65.00,577.00,1063.00,5019.00,18319.00,223.00,29.00,2.00,1.00,2.00,224.00,3.00,0.00,2.00,0.00,0.00,2.00,4.00,4.00,4.00,6.00,160.00,370.00,1037.00,48508.00,65019.00,170971.00,116400.00,99981.00,570257.00,84418.00,28911.00,33982.00,9336.00,33772.00,91596.00,101471.00,112822.00,123200.00,297235.00,6260.00,15371.00,2011655.00,2846.00,181.00,6720.00,2246.00,3920.00,13559.00,2422.00,282.00,625.00,0.00,74.00,3826.00,2998.00,4656.00,3960.00,10671.00,196.00,403.00,59589.00
2021-04-13,51697.00,63631.00,175957.00,122162.00,102977.00,582895.00,86692.00,29751.00,33117.00,9319.00,31992.00,95573.00,103844.00,117444.00,129640.00,307473.00,5235.00,10373.00,2061759.00,3420.00,262.00,7405.00,5848.00,3388.00,15412.00,3214.00,843.00,48.00,26.00,27.00,4065.00,2426.00,4666.00,6505.00,10815.00,38.00,22.00,68431.00,232.00,1686.00,2423.00,122.00,407.00,3313.00,960.00,12.00,915.00,47.00,2240.00,91.00,55.00,136.00,105.00,665.00,1231.00,5323.00,20123.00,1.00,37.00,4.00,36.00,15.00,544.00,21.00,9.00,2.00,4.00,433.00,3.00,2.00,92.00,40.00,88.00,168.00,304.00,1804.00,51929.00,65318.00,178380.00,122284.00,103384.00,586213.00,87654.00,29763.00,34032.00,9366.00,34232.00,95664.00,103899.00,117580.00,129745.00,308138.00,6466.00,15697.00,2081891.00,3421.00,299.00,7409.00,5884.00,3403.00,15956.00,3236.00,852.00,50.00,30.00,460.00,4068.00,2428.00,4758.00,6545.00,10903.00,206.00,326.00,70236.00
2021-04-14,53899.00,65921.00,184338.00,128074.00,106999.00,598087.00,89502.00,30620.00,33601.00,9330.00,33607.00,98171.00,105326.00,121270.00,136215.00,317233.00,5258.00,10387.00,2129829.00,2202.00,2290.00,8381.00,5912.00,4022.00,15192.00,2810.00,869.00,484.00,11.00,1615.00,2598.00,1482.00,3826.00,6575.00,9760.00,23.00,14.00,68070.00,235.00,1798.00,2426.00,413.00,571.00,3941.00,968.00,12.00,915.00,47.00,2622.00,92.00,210.00,395.00,180.00,740.00,1321.00,5542.00,22588.00,3.00,112.00,3.00,291.00,164.00,628.00,8.00,0.00,0.00,0.00,382.00,1.00,155.00,259.00,75.00,75.00,90.00,219.00,2465.00,54134.00,67720.00,186764.00,128487.00,107570.00,602033.00,90472.00,30632.00,34516.00,9377.00,36229.00,98263.00,105536.00,121665.00,136396.00,317973.00,6579.00,15930.00,2152427.00,2205.00,2402.00,8384.00,6203.00,4186.00,15820.00,2818.00,869.00,484.00,11.00,1997.00,2599.00,1637.00,4085.00,6651.00,9835.00,113.00,233.00,70536.00
2021-04-15,56321.00,69635.00,193158.00,132178.00,111352.00,612890.00,92477.00,32054.00,34769.00,9333.00,34633.00,102750.00,108989.00,125167.00,141986.00,328937.00,5303.00,10427.00,2204485.00,2422.00,3714.00,8820.00,4104.00,4353.00,14803.00,2975.00,1434.00,1168.00,3.00,1026.00,4579.00,3663.00,3897.00,5771.00,11704.00,45.00,40.00,74656.00,522.00,1822.00,2443.00,482.00,586.00,4391.00,969.00,15.00,923.00,88.00,2739.00,125.00,326.00,515.00,217.00,1569.00,1438.00,5818.00,25148.00,287.00,24.00,17.00,69.00,15.00,450.00,1.00,3.00,8.00,41.00,117.00,33.00,116.00,120.00,37.00,829.00,117.00,276.00,2560.00,56843.00,71458.00,195601.00,132660.00,111938.00,617287.00,93448.00,32069.00,35692.00,9421.00,37372.00,102875.00,109316.00,125682.00,142204.00,330506.00,6741.00,16246.00,2229645.00,2709.00,3738.00,8837.00,4173.00,4368.00,15254.00,2976.00,1437.00,1176.00,44.00,1143.00,4612.00,3780.00,4017.00,5808.00,12533.00,162.00,316.00,77218.00
2021-04-16,58494.00,73802.00,202543.00,137607.00,116100.00,627804.00,95867.00,32810.00,35573.00,9333.00,35820.00,107471.00,112069.00,128800.00,145864.00,337126.00,5355.00,10462.00,2275089.00,2173.00,4167.00,9385.00,5429.00,4748.00,14914.00,3390.00,756.00,804.00,0.00,1187.00,4721.00,3080.00,3633.00,3878.00,8189.00,52.00,35.00,70604.00,785.00,1826.00,2464.00,482.00,663.00,4600.00,979.00,156.00,930.00,88.00,2747.00,130.00,333.00,540.00,218.00,2904.00,1570.00,6270.00,27845.00,263.00,4.00,21.00,0.00,77.00,209.00,10.00,141.00,7.00,0.00,8.00,5.00,7.00,25.00,1.00,1335.00,132.00,452.00,2697.00,59279.00,75629.00,205007.00,138089.00,116763.00,632410.00,96848.00,32966.00,36503.00,9421.00,38567.00,107601.00,112403.00,129340.00,146083.00,340030.00,6925.00,16733.00,2302946.00,2436.00,4171.00,9406.00,5429.00,4825.00,15123.00,3400.00,897.00,811.00,0.00,1195.00,4726.00,3087.00,3658.00,3879.00,9524.00,184.00,487.00,73301.00
2021-04-17,59347.00,76866.00,210857.00,141015.00,119602.00,638392.00,99260.00,33447.00,36108.00,9333.00,36568.00,111415.00,114822.00,131269.00,149755.00,345924.00,5355.00,10473.00,2332002.00,853.00,3064.00,8314.00,3408.00,3502.00,10588.00,3393.00,637.00,535.00,0.00,748.00,3944.00,2753.00,2469.00,3891.00,8798.00,0.00,11.00,56913.00,1054.00,1983.00,2519.00,568.00,1063.00,4773.00,1060.00,500.00,930.00,88.00,2747.00,131.00,496.00,684.00,277.00,4113.00,1570.00,6435.00,31153.00,269.00,157.00,55.00,86.00,400.00,173.00,81.00,344.00,0.00,0.00,0.00,1.00,163.00,144.00,59.00,1209.00,0.00,165.00,3308.00,60401.00,78850.00,213377.00,141583.00,120665.00,643171.00,100322.00,33947.00,37038.00,9421.00,39315.00,111546.00,115319.00,131953.00,150033.00,350037.00,6925.00,16909.00,2363168.00,1122.00,3221.00,8370.00,3494.00,3902.00,10761.00,3474.00,981.00,535.00,0.00,748.00,3945.00,2916.00,2613.00,3950.00,10007.00,0.00,176.00,60222.00
2021-04-18,59347.00,80025.00,213512.00,142378.00,122003.00,646732.00,101892.00,34708.00,36108.00,9333.00,37107.00,114547.00,117632.00,133141.00,153208.00,351769.00,5355.00,10480.00,2371474.00,0.00,3159.00,2655.00,1363.00,2401.00,8340.00,2632.00,1261.00,0.00,0.00,539.00,3132.00,2810.00,1872.00,3453.00,5845.00,0.00,7.00,39472.00,1054.00,2222.00,2525.00,570.00,1063.00,4974.00,1067.00,514.00,930.00,88.00,2748.00,133.00,616.00,850.00,348.00,4490.00,1570.00,6627.00,32551.00,0.00,239.00,6.00,2.00,0.00,201.00,7.00,14.00,0.00,0.00,1.00,2.00,120.00,166.00,71.00,377.00,0.00,192.00,1398.00,60401.00,82249.00,216038.00,142948.00,123066.00,651712.00,102961.00,35222.00,37038.00,9421.00,39855.00,114680.00,118249.00,133991.00,153557.00,356259.00,6925.00,17109.00,2404040.00,0.00,3399.00,2661.00,1365.00,2401.00,8541.00,2639.00,1275.00,0.00,0.00,540.00,3134.00,2930.00,2038.00,3524.00,6222.00,0.00,200.00,40872.00
2021-04-19,60319.00,81370.00,215952.00,144658.00,126509.00,658275.00,102588.00,35646.00,36516.00,9419.00,37187.00,118907.00,119920.00,135645.00,157088.00,359662.00,5394.00,10502.00,2417830.00,972.00,1345.00,2440.00,2280.00,4506.00,11543.00,696.00,938.00,408.00,86.00,80.00,4360.00,2288.00,2504.00,3880.00,7893.00,39.00,22.00,46356.00,1054.00,2225.00,2530.00,572.00,1071.00,5760.00,1067.00,515.00,930.00,146.00,2748.00,433.00,817.00,1038.00,412.00,4530.00,1737.00,6761.00,34518.00,0.00,3.00,5.00,2.00,8.00,786.00,0.00,1.00,0.00,58.00,0.00,300.00,201.00,188.00,64.00,40.00,167.00,134.00,1967.00,61373.00,83597.00,218483.00,145230.00,127580.00,664042.00,103657.00,36161.00,37446.00,9565.00,39935.00,119340.00,120738.00,136683.00,157502.00,364192.00,7131.00,17265.00,2452365.00,972.00,1348.00,2445.00,2282.00,4514.00,12330.00,696.00,939.00,408.00,144.00,80.00,4660.00,2489.00,2692.00,3945.00,7933.00,206.00,156.00,48325.00
2021-04-20,62075.00,82769.00,220039.00,146961.00,129367.00,670122.00,106038.00,37027.00,36917.00,9532.00,37626.00,123712.00,120946.00,140095.00,158832.00,369384.00,5464.00,10524.00,2469704.00,1756.00,1399.00,4087.00,2303.00,2858.00,11847.00,3450.00,1381.00,401.00,113.00,439.00,4805.00,1026.00,4450.00,1744.00,9722.00,70.00,22.00,51874.00,1055.00,2228.00,2538.00,574.00,1433.00,7471.00,1135.00,518.00,930.00,228.00,2748.00,437.00,1021.00,1271.00,412.00,4542.00,1944.00,6881.00,37540.00,1.00,3.00,8.00,2.00,362.00,1711.00,68.00,3.00,0.00,82.00,0.00,4.00,204.00,233.00,0.00,12.00,207.00,120.00,3022.00,63130.00,84999.00,222578.00,147535.00,130800.00,677603.00,107175.00,37545.00,37847.00,9760.00,40374.00,124149.00,121968.00,141366.00,159246.00,373926.00,7408.00,17408.00,2507265.00,1757.00,1402.00,4095.00,2305.00,3220.00,13561.00,3518.00,1384.00,401.00,195.00,439.00,4809.00,1230.00,4683.00,1744.00,9734.00,277.00,143.00,54900.00
2021-04-21,64482.00,84429.00,230174.00,150326.00,135633.00,688525.00,110463.00,37774.00,37656.00,9606.00,38373.00,129121.00,122989.00,146370.00,167320.00,380790.00,5536.00,10537.00,2552405.00,2407.00,1660.00,10135.00,3365.00,6266.00,18403.00,4425.00,747.00,739.00,74.00,747.00,5409.00,2043.00,6275.00,8488.00,11406.00,72.00,13.00,82701.00,1058.00,2427.00,2763.00,576.00,1433.00,9304.00,1718.00,518.00,931.00,278.00,3094.00,971.00,1272.00,1334.00,421.00,4555.00,2139.00,6991.00,42005.00,3.00,199.00,225.00,2.00,0.00,1833.00,583.00,0.00,1.00,50.00,346.00,534.00,251.00,63.00,9.00,13.00,195.00,110.00,4465.00,65540.00,86858.00,232938.00,150902.00,137066.00,697840.00,112183.00,38292.00,38587.00,9884.00,41467.00,130092.00,124262.00,147704.00,167743.00,385345.00,7675.00,17532.00,2594433.00,2410.00,1859.00,10360.00,3367.00,6266.00,20237.00,5008.00,747.00,740.00,124.00,1093.00,5943.00,2294.00,6338.00,8497.00,11419.00,267.00,124.00,87168.00
2021-04-22,66920.00,87241.00,238859.00,156664.00,141269.00,703762.00,115162.00,39640.00,38132.00,9677.00,39198.00,134516.00,127035.00,152505.00,174294.00,394520.00,5593.00,10552.00,2637847.00,2438.00,2812.00,8685.00,6338.00,5636.00,15237.00,4699.00,1866.00,476.00,71.00,825.00,5395.00,4046.00,6135.00,6974.00,13730.00,57.00,15.00,85442.00,1061.00,2471.00,3027.00,782.00,1615.00,10522.00,2192.00,522.00,1173.00,280.00,3290.00,1250.00,1275.00,1346.00,449.00,4876.00,2242.00,7087.00,45752.00,3.00,44.00,264.00,206.00,182.00,1218.00,474.00,4.00,242.00,2.00,196.00,279.00,3.00,12.00,28.00,321.00,103.00,96.00,3747.00,67981.00,89714.00,241888.00,157446.00,142884.00,714298.00,117356.00,40162.00,39305.00,9957.00,42488.00,135766.00,128311.00,153851.00,174745.00,399397.00,7835.00,17643.00,2683627.00,2441.00,2856.00,8950.00,6544.00,5818.00,16458.00,5173.00,1870.00,718.00,73.00,1021.00,5674.00,4049.00,6147.00,7002.00,14052.00,160.00,111.00,89194.00
2021-04-23,67313.00,89939.00,246847.00,163018.00,146491.00,717100.00,119466.00,41396.00,39376.00,9677.00,40068.00,139164.00,130850.00,155607.00,183903.00,408812.00,5625.00,10569.00,2717695.00,393.00,2698.00,7988.00,6354.00,5222.00,13338.00,4304.00,1756.00,1244.00,0.00,870.00,4648.00,3815.00,3102.00,9609.00,14292.00,32.00,17.00,79848.00,1061.00,2911.00,4606.00,1047.00,1792.00,11402.00,2223.00,528.00,1236.00,280.00,3513.00,1261.00,1277.00,1358.00,452.00,4893.00,2349.00,7245.00,49772.00,0.00,440.00,1579.00,265.00,177.00,880.00,31.00,6.00,63.00,0.00,223.00,11.00,2.00,12.00,3.00,17.00,107.00,158.00,4020.00,68374.00,92853.00,251455.00,164065.00,148283.00,728516.00,121691.00,41924.00,40612.00,9957.00,43581.00,140425.00,132128.00,156965.00,184357.00,413706.00,7974.00,17818.00,2767496.00,393.00,3139.00,9567.00,6619.00,5399.00,14218.00,4335.00,1762.00,1307.00,0.00,1093.00,4659.00,3817.00,3114.00,9612.00,14309.00,139.00,175.00,83869.00
2021-04-24,69107.00,93194.00,253912.00,168787.00,151664.00,725194.00,122867.00,42608.00,39981.00,9687.00,41009.00,141992.00,134073.00,157841.00,188077.00,420083.00,5627.00,10569.00,2778746.00,1794.00,3255.00,7065.00,5769.00,5173.00,8094.00,3401.00,1212.00,605.00,10.00,941.00,2828.00,3223.00,2234.00,4174.00,11271.00,2.00,0.00,61051.00,1065.00,3417.00,4950.00,1076.00,1847.00,11851.00,2306.00,604.00,1910.00,280.00,3761.00,1432.00,1280.00,1443.00,654.00,5104.00,2357.00,7245.00,52921.00,4.00,506.00,344.00,29.00,55.00,449.00,83.00,76.00,674.00,0.00,248.00,171.00,3.00,85.00,202.00,211.00,8.00,0.00,3149.00,70172.00,96614.00,258864.00,169863.00,153511.00,737059.00,125175.00,43212.00,41891.00,9967.00,44770.00,143424.00,135354.00,159284.00,188734.00,425188.00,7984.00,17818.00,2831697.00,1798.00,3761.00,7409.00,5798.00,5228.00,8543.00,3484.00,1288.00,1279.00,10.00,1189.00,2999.00,3226.00,2319.00,4377.00,11482.00,10.00,0.00,64201.00
2021-04-25,69466.00,96706.00,255420.00,171775.00,154201.00,731105.00,125396.00,42851.00,40251.00,9687.00,41619.00,144321.00,135901.00,159361.00,191975.00,430021.00,5627.00,10569.00,2818727.00,359.00,3512.00,1508.00,2988.00,2537.00,5911.00,2529.00,243.00,270.00,0.00,610.00,2329.00,1828.00,1520.00,3898.00,9938.00,0.00,0.00,39981.00,1443.00,3689.00,5405.00,1174.00,1850.00,11896.00,2330.00,605.00,1910.00,280.00,3768.00,1583.00,1283.00,1537.00,1024.00,5127.00,2357.00,7245.00,54846.00,378.00,272.00,455.00,98.00,3.00,45.00,24.00,1.00,0.00,0.00,7.00,151.00,3.00,94.00,370.00,23.00,0.00,0.00,1925.00,70909.00,100398.00,260827.00,172949.00,156051.00,743016.00,127728.00,43456.00,42161.00,9967.00,45387.00,145904.00,137185.00,160898.00,193004.00,435149.00,7984.00,17818.00,2873606.00,737.00,3784.00,1963.00,3086.00,2540.00,5957.00,2553.00,244.00,270.00,0.00,617.00,2480.00,1831.00,1614.00,4270.00,9961.00,0.00,0.00,41909.00
2021-04-26,69640.00,97970.00,258204.00,174221.00,158564.00,739330.00,127308.00,43148.00,40259.00,9694.00,41721.00,147537.00,138315.00,161513.00,194441.00,438952.00,5661.00,10582.00,2859535.00,174.00,1264.00,2784.00,2446.00,4363.00,8225.00,1912.00,297.00,8.00,7.00,102.00,3216.00,2414.00,2152.00,2466.00,8931.00,34.00,13.00,40808.00,1795.00,3793.00,5922.00,1175.00,2068.00,13311.00,2525.00,698.00,2052.00,328.00,3892.00,2590.00,1519.00,1687.00,1117.00,5188.00,2704.00,7291.00,59999.00,352.00,104.00,517.00,1.00,218.00,1415.00,195.00,93.00,142.00,48.00,124.00,1007.00,236.00,150.00,93.00,61.00,347.00,46.00,5153.00,71435.00,101766.00,264129.00,175396.00,160632.00,752657.00,129835.00,43846.00,42311.00,10022.00,45613.00,150127.00,139835.00,163200.00,195563.00,444141.00,8365.00,17877.00,2919569.00,526.00,1368.00,3302.00,2447.00,4581.00,9641.00,2107.00,390.00,150.00,55.00,226.00,4223.00,2650.00,2302.00,2559.00,8992.00,381.00,59.00,45963.00
2021-04-27,70459.00,99151.00,264897.00,176031.00,162233.00,746038.00,131284.00,43379.00,40261.00,9754.00,41868.00,149443.00,139158.00,164997.00,198653.00,446388.00,5716.00,10590.00,2902960.00,819.00,1181.00,6693.00,1810.00,3669.00,6708.00,3976.00,231.00,2.00,60.00,147.00,1906.00,843.00,3484.00,4212.00,7436.00,55.00,8.00,43425.00,2080.00,3934.00,6307.00,1177.00,2424.00,15796.00,2755.00,1102.00,2101.00,331.00,4158.00,3263.00,1845.00,2114.00,1224.00,5706.00,3023.00,7325.00,67013.00,285.00,141.00,385.00,2.00,356.00,2485.00,230.00,404.00,49.00,3.00,266.00,673.00,326.00,427.00,107.00,518.00,319.00,34.00,7014.00,72539.00,103088.00,271208.00,177208.00,164658.00,761851.00,134041.00,44481.00,42362.00,10085.00,46026.00,152706.00,141004.00,167111.00,199882.00,452095.00,8739.00,17919.00,2970011.00,1104.00,1322.00,7079.00,1812.00,4026.00,9194.00,4206.00,635.00,51.00,63.00,413.00,2579.00,1169.00,3911.00,4319.00,7954.00,374.00,42.00,50442.00
2021-04-28,72304.00,102400.00,271592.00,182332.00,165189.00,753905.00,135797.00,43850.00,40272.00,9754.00,42534.00,154125.00,140032.00,168179.00,209091.00,452695.00,5761.00,10593.00,2963069.00,1845.00,3249.00,6695.00,6301.00,2956.00,7867.00,4513.00,471.00,11.00,0.00,666.00,4682.00,874.00,3182.00,10438.00,6307.00,45.00,3.00,60109.00,2180.00,4076.00,7559.00,1863.00,3784.00,18559.00,3569.00,1171.00,2178.00,331.00,4545.00,3473.00,2211.00,2514.00,1708.00,5722.00,3195.00,7352.00,76399.00,100.00,142.00,1252.00,686.00,1360.00,2763.00,814.00,69.00,77.00,0.00,387.00,210.00,366.00,400.00,484.00,16.00,172.00,27.00,9386.00,74484.00,106479.00,279155.00,184195.00,168975.00,772485.00,139368.00,45021.00,42450.00,10085.00,47079.00,157598.00,142244.00,170694.00,210804.00,458418.00,8956.00,17949.00,3039512.00,1945.00,3391.00,7947.00,6987.00,4317.00,10634.00,5327.00,540.00,88.00,0.00,1053.00,4892.00,1240.00,3583.00,10922.00,6323.00,217.00,30.00,69501.00
